".wri","BE 00 00 00 AB","MS Write file_3"
".wri","32 BE","MS Write file_2"
".wri","31 BE","MS Write file_1"
".ws","1D 7D","WordStar Version 5.0|6.0 document"
".ws2","57 53 32 30 30 30","WordStar for Windows file"
".xdr","3C","BizTalk XML-Data Reduced Schema"
".xla","D0 CF 11 E0 A1 B1 1A E1","Microsoft Office document"
".xls","FD FF FF FF 28","Excel spreadsheet subheader_6"
".xls","FD FF FF FF 23","Excel spreadsheet subheader_5"
".xls","D0 CF 11 E0 A1 B1 1A E1","Microsoft Office document"
".xls","FD FF FF FF 22","Excel spreadsheet subheader_4"
".xls","FD FF FF FF 1F","Excel spreadsheet subheader_3"
".xls","FD FF FF FF 10","Excel spreadsheet subheader_2"
".xls","09 08 10 00 00 06 05 00","Excel spreadsheet subheader_1"
".xls","FD FF FF FF 29","Excel spreadsheet subheader_7"
".xlsx","50 4B 03 04 14 00 06 00","MS Office 2007 documents"
".xlsx","50 4B 03 04","MS Office Open XML Format Document"
".xml","3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 3F 3E","User Interface Language"
".xpi","50 4B 03 04","Mozilla Browser Archive"
".xps","50 4B 03 04","XML paper specification file"
".xpt","50 4B 03 04","eXact Packager Models"
".xpt","58 50 43 4F 4D 0A 54 79","XPCOM libraries"
".zap","4D 5A 90 00 03 00 00 00 04 00 00 00 FF FF","ZoneAlam data file"
".zip","50 4B 53 70 58","PKSFX self-extracting archive"
".zip","50 4B 03 04","PKZIP archive_1"
".zip","50 4B 53 70 58","PKSFX self-extracting archive"
".zip","50 4B 4C 49 54 45","PKLITE archive"
".zip","57 69 6E 5A 69 70","WinZip compressed archive"
".zip","50 4B 03 04 14 00 01 00","ZLock Pro encrypted ZIP"
".zip","50 4B 07 08","PKZIP archive_3"
".zoo","5A 4F 4F 20","ZOO compressed archive"
".iso","33 ED 90","ISO"
".py","23 21 2F 75 73 72 2F 62 69 6E 2F 70 79 74 68 6F 6E","Python script"
".py","23 21 2F 75 73 72 2F 62 69 6E 2F 65 6E 76 20 70 79 74 68 6F 6E","Python script"
".xml","3C 78 6D 6C","XML code"
".bat","40 65 63 68 6F","MS-DOS script"
